operacao|dv|convenioTgov|propostaTgov|nomeTomador|cnpjTomador|emailTomador|classificacao|objeto|selecao|assinatura|vigencia|vi|vr|cp1|cp2|vrCreditado|vrDesbloqueado|vrSaldoCreditado|cpDesbloqueado|valorExecucaoVigente|cAgencia|agencia|cCorrente|idExterna|obtv|gestor|etiquetasDaOperacao
1080670|30|921804|93022021|MUNICIPIO DE VISTA SERRANA - PB|09.151.598/0001-94|contato@consultoriaum.com.br;municipiodevistaserrana@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|construção de passagem molhada.|20/12/2021|30/12/2021|30/09/2025|239000|238750|250|0|0|0|0|0|239000|4982||4982.006.00647012-2||SIM|MAP|Análise Técnica Concluída, Apostilamento PC033/2023, EGT 3 - LAT emitido, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 2 - Discricionário, Termo Aditivo - Assinatura Digital
1080672|71|921802|96642021|MUNICIPIO DE ZABELE - PB|01.612.642/0001-04|ag3315@caixa.gov.br;a3315pb01@mail.caixa;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;jorsamaranevesprefeita@gmail.com;contato@consultoriaum.com.br;zabele_pb@yahoo.com.br|Nível I (PI 424/16 e IN MPDG 002/18)|2ª etapa da construção de estrutura para feira de exposição de gado no município de zabelê - pb|20/12/2021|31/12/2021|30/04/2025|240000|238750|1250|0|238750|102626,58|136123,42|546,36|240000|3315|CARIRI|3315.006.00647248-6||SIM|MAP|Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Módulo Paralisadas, Nível I (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado, Sem Desbloqueio Após 90 Dias do Último Desbloqueio
1080674|10|921847|99592021|MUNICIPIO DE PILOEZINHOS - PB|08.788.903/0001-90|ag0042@caixa.gov.br;ag0042pb02@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;dinete.almeida@caixa.gov.br;marcelocameloplz@hotmail.com;contato@consultoriaum.com.br|Nível I (PI 424/16 e IN MPDG 002/18)|adequação de estradas vicinais.|20/12/2021|28/12/2021|30/11/2025|242029,25|238750|3279,25|0|238750|132138,01|106611,99|1814,93|242029,25|42|GUARABIRA|0042.006.00647423-1||SIM|MAP|1º Desbloqueio ocorreu após 180 dias do 1º Crédito, Ações Pendentes no Módulo PI424/PC33 Sem Evolução Financeira, Aguardando BM/RRE, Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Impacta no IGAT, Módulo acompanhamento de obras, Módulo Paralisadas, Módulo PI424/PC33 Sem Evolução Financeira, Nível I (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário, Sem Desbloqueio Após 180 Dias do Último Desbloqueio, Termo Aditivo - Assinatura Digital
1080675|47|921856|104132021|MUNICIPIO DE AREIA DE BARAUNAS - PB|01.612.685/0001-90|ag0043@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br;cogespbr@hotmail.com;controleinterno@areiadebaraunas.pb.gov.br;contato@prestcontas.com.br;fernandofilho.engcivil@gmail.com;pmab@areiadebaraunas.pb.gov.br;areia.baraunas.financeiro@gmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação e construção depassagem molhada.|20/12/2021|27/12/2021|30/09/2025|240000|238750|1250|0|238750|0|238750|0|240000|43|PATOS|0043.006.00648067-9||SIM|MAP|Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado, VRPL Aceito e sem AIO
1080676|63|921800|132782021|MUNICIPIO DE ITAPOROROCA - PB|09.165.176/0001-78|ag0044@caixa.gov.br;flavio.leal@caixa.gov.br;seg6918pb@caixa.gov.br;claudia.m.brito@caixa.gov.br;elissbrito@hotmail.com;gustavosopontes@hotmail.com;joaosilva021@hotmail.com;macianaazevedomaia@gmail.com;obrasitapororoca@outlook.com|Nível I-A (PI 424/16 e IN MPDG 002/18)|construção de agroindústria e de estruturas para beneficiamento e conservação de produtos agropecuários.|20/12/2021|28/12/2021|30/09/2025|965000|955000|10000|0|0|0|0|0|965000|44|MAMANGUAPE|0044.006.00647293-0||SIM|MAP|Aguardando Processo Licitatório, Análise Técnica Concluída, Apostilamento PC033/2023, EGT 3 - LAT emitido, Nível I-A (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 2 - Discricionário
1080677|88|921806|133982021|MUNICIPIO DE MONTE HOREBE - PB|08.924.011/0001-70|alesxandro.figueiredo@bol.com.br;isn.2@iramiltonassessoria.com.br;liquison2017@gmail.com;marcoseron@yahoo.com.br;milenanogueirafisio@outlook.com;contabilidadedemh@outlook.com;ag0040@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|construção de agroindústria e de estruturas para beneficiamento e conservação de produtos agropecuários|20/12/2021|31/12/2021|30/09/2025|675500|668500|7000|0|0|0|0|0|675500|40|CAJAZEIRAS|0040.006.00647290-4||SIM|MAP|Aguardando Crédito de Recursos, Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 2 - Discricionário, Termo Aditivo - Assinatura Digital, VRPL Aceito e sem AIO
1080678|02|922937|134752021|MUNICIPIO DE BARRA DE SANTA ROSA - PB|08.993.925/0001-92|ag1668@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br;eng.kauebrito@gmail.com;engenhariapmbsr@gmail.com;isn.2@iramiltonassessoria.com.br;gabinete.pmbsr@gmail.com;luanamartins25@hotmail.com|Nível I-A (PI 424/16 e IN MPDG 002/18)|construção de agroindústria e de estruturas para beneficiamento e conservação de produtos agropecuários|20/12/2021|31/12/2021|30/09/2025|965000|955000|10000|0|0|0|0|0|965000|1668|ESPERANCA|1668.006.00647281-2||SIM|MAP|Apostilamento PC033/2023, Cláusula Suspensiva (prorrogação), EGT 3 - Solicitada Complementação, Nível I-A (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS
1080706|18|918715|484192021|FUNDO MUNICIPAL DE SAUDE|11.242.822/0001-03|pmpatospb.epc@gmail.com;eulandaferreira@hotmail.com;bomfim.seinfra@patos.pb.gov.br;marcone.seinfra@patos.pb.gov.br;virginia.seinfra@patos.pb.gov.br;saude@patos.pb.gov.br;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível III-A (PI 424/16 e IN MPDG 002/18)|construção de unidade de atenção especializada em saúde|20/12/2021|31/12/2021|31/12/2026|9212137,82|8000000|1212137,82|0|1600000|1600000|0|246193,37|9212137,82|43|PATOS|0043.006.00071155-5||SIM|MS|Aguardando Crédito de Recursos, Andamento Normal, Apostilamento PC033/2023, Módulo acompanhamento de obras, Nível III-A (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 9 - Relator, Termo Aditivo - Assinatura Digital
1080731|33|921813|501292021|MUNICIPIO DE TENORIO - PB|01.612.649/0001-26|contato@prestcontas.com.br;gmcprefeituradetenorio@gmail.com;isn.1@iramiltonassessoria.com.br;prefeituramunicipal@tenorio.pb.gov.br;pmtenorio@hotmail.com;prefeitomanoelvas@gmail.com;ag3485@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I-A (PI 424/16 e IN MPDG 002/18)|construção de abatedouro.|20/12/2021|27/12/2021|30/06/2025|965000|955000|10000|0|0|0|0|0|965000|3485|SANTA LUZIA DO SABUGI, PB|3485.006.00647099-3||SIM|MAP|Análise Técnica Concluída, Apostilamento PC033/2023, EGT 3 - LAT emitido, Nível I-A (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 2 - Discricionário
1080732|59|921816|501362021|MUNICIPIO DE SERRARIA - PB|08.790.172/0001-18|claudia.m.brito@caixa.gov.br;ag0038@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;eneias09@hotmail.com;isn.2@iramiltonassessoria.com.br;lucianageorgiagmc@hotmail.com;mp.amarante@hotmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação de estradas vicinais|20/12/2021|27/12/2021|01/04/2025|244889,65|238750|6139,65|0|238750|235826,19|2923,81|6139,65|241965,84|38|BANANEIRAS|0038.006.00647251-2||SIM|MAP|Aguardando PCF, Apostilamento PC033/2023, Apta para EGT 6, EGT 4 - Aceito - Fase de Licitação, Módulo acompanhamento de obras, Nível I (PI 424/16 e IN MPDG 002/18), Obra Concluída, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 2 - Discricionário, Vigência Vencida
1080733|74|921826|501392021|MUNICIPIO DE BARRA DE SANTA ROSA - PB|08.993.925/0001-92|ag1668@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br;eng.kauebrito@gmail.com;engenhariapmbsr@gmail.com;isn.2@iramiltonassessoria.com.br;gabinete.pmbsr@gmail.com;luanamartins25@hotmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação de estradas vicinais|20/12/2021|31/12/2021|30/09/2025|238989|238750|239|0|238750|0|238750|0|203797,55|1668|ESPERANCA|1668.006.00647280-4||SIM|MAP|Apostilamento PC033/2023, Desbloqueio em Andamento, EGT 4 - Aceito - Fase de Licitação, Módulo PI424/PC33 Sem Evolução Financeira, Nível I (PI 424/16 e IN MPDG 002/18), Obra Não Iniciada (+180 dias), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1080737|66|921841|501592021|MUNICIPIO DE ARARA - PB|08.778.755/0001-23|administracao@arara.pb.gov.br;amarildocarvalho17@gmail.com;financas@arara.pb.gov.br;mchianca@hotmail.com;pmararapb.epc@gmail.com;ag0038@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;claudia.m.brito@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação de estradas vicinais|20/12/2021|29/12/2021|30/09/2025|239250|238750|500|0|0|0|0|0|219405,04|38|BANANEIRAS|0038.006.00647252-0||SIM|MAP|Aguardando Crédito de Recursos, Apostilamento PC033/2023, Apta para EGT 6, Desbloqueio pendente-outros, EGT 4 - Aceito - Fase de Licitação, Nível I (PI 424/16 e IN MPDG 002/18), Obra Concluída, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 2 - Discricionário
1080739|05|921823|502052021|MUNICIPIO DE CUITE DE MAMANGUAPE - PB|01.612.341/0001-80|anasouza.anas@gmail.com;luizneto221997@gmail.com;pmcuitedemamanguapepb.epc@gmail.com;prefeito@cuitedemamanguape.pb.gov.br;claudia.m.brito@caixa.gov.br;ag0044@caixa.gov.br;jonathan.frederico@caixa.gov.br;theresa.cardoso@caixa.gov.br;flavio.leal@caixa.gov.br;seg6918pb@caixa.gov.br|Nível I-A (PI 424/16 e IN MPDG 002/18)|construção de abatedouro.|20/12/2021|30/12/2021|30/09/2025|956500|955000|1500|0|0|0|0|0|956500|44|MAMANGUAPE|0044.006.00647292-2||SIM|MAP|Apostilamento PC033/2023, Cláusula Suspensiva (prorrogação), EGT 3 - Solicitada Complementação, Nível I-A (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS
1080747|70|923408|504262021|MUNICIPIO DE DONA INES - PB|08.782.146/0001-48|advantoniojustino@gmail.com;fabingomes380@gmail.com;infraestrutura@pmdonaines.pb.gov.br;isn.2@iramiltonassessoria.com.br;matheusengenhariacivil@gmail.com;obras@pmdonaines.pb.gov.br;ag0042@caixa.gov.br;ag0042pb02@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;dinete.almeida@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação em paralelepípedo e drenagem no distrito lagoa de cozinha, localizado no município de dona inês - pb|20/12/2021|30/12/2021|08/05/2025|385000|384205|795|0|384205|236684,78|147520,22|795|269553,64|42|GUARABIRA|0042.006.00647429-0||SIM|MCIDADES|Aguardando BM/RRE, Andamento Normal, Apostilamento PC033/2023, Dossiê Digital (OGU), EGT 4 - Aceito - Fase de Licitação, Módulo acompanhamento de obras, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário
1080750|37|923380|504462021|MUNICIPIO DE SAO JOSE DO BREJO DO CRUZ - PB|01.612.692/0001-91|pmsaojosebc@bol.com.br;isnep.1@iramiltonassessoria.com.br;ag4917@caixa.gov.br;seg6915pb@caixa.gov.br;martoni.sobral@caixa.gov.br;dinete.almeida@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|implantação de pavimentação em vias públicas urbanas do município de são josé do brejo do cruz-pb.|20/12/2021|31/12/2021|30/09/2025|482104|481104|1000|0|481104|159112,69|321991,31|377,52|422466,62|4917|SAO BENTO DA PARAIBA, PB|4917.006.00647083-7||SIM|MCIDADES|1º Desbloqueio ocorreu após 180 dias do 1º Crédito, Aguardando BM/RRE, Andamento Normal, Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Módulo acompanhamento de obras, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1080752|78|923410|504662021|MUNICIPIO DE CAJAZEIRAS - PB|08.923.971/0001-15|ag0040@caixa.gov.br;martoni.sobral@caixa.gov.br;paulo.medeiros@caixa.gov.br;seg6915pb@caixa.gov.br;isn.1@iramiltonassessoria.com.br;gabinetecajazeiras@gmail.com;prefeitasocorrodelfino@gmail.com;prefeito@cajazeiras.pb.gov.br;semosp@cajazeiras.pb.gov.br;thomas.seplancz@gmail.com|Nível I-A (PI 424/16 e IN MPDG 002/18)|implantação de pavimentação asfáltica no perímetro urbano do município de cajazeiras - pb|20/12/2021|28/07/2023|28/07/2026|963000|960019|2981|0|960019|821088,06|138930,94|2896,58|847999,98|40|CAJAZEIRAS|0040.006.00647296-3||SIM|MCIDADES|Aguardando BM/RRE, Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Liminar Judicial, Módulo Paralisadas, Nível I-A (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado, Sem Desbloqueio Após 90 Dias do Último Desbloqueio
1080753|93|922933|504742021|MUNICIPIO DE MATINHAS - PB|01.612.641/0001-60|ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;claudia.m.brito@caixa.gov.br;prefeitobenedito@gmail.com;fernandofilho.engcivil@gmail.com;secretaria.adm.matinhas@gmail.com;macianaazevedomaia@gmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|adequação de estradas vicinais.|20/12/2021|22/12/2021|30/09/2025|244406,08|238750|5656,08|0|238750|156860,98|81889,02|3716,1|244406,08|41|CAMPINA GRANDE|0041.006.00647924-6||SIM|MAP|Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Impacta no IGAT, Módulo Paralisadas, Nível I (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado, Sem Desbloqueio Após 90 Dias do Último Desbloqueio
1080755|44|924149|504842021|MUNICIPIO DE OLIVEDOS - PB|08.740.102/0001-55|deusinhoolivedo@hotmail.com;macianaazevedomaia@gmail.com;marinaborgesolv@gmail.com;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|adequação de estradas vicinais.|20/12/2021|31/12/2021|31/05/2025|244003,69|238750|5253,69|0|238750|164656,28|74093,72|3623,31|244003,69|41|CAMPINA GRANDE|0041.006.00647932-7||SIM|MAP|Andamento Normal, Apostilamento PC033/2023, Desbloqueio em Andamento, Dossiê Digital (OGU), EGT 4 - Aceito - Fase de Licitação, Módulo acompanhamento de obras, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1080756|60|921807|504852021|MUNICIPIO DE MASSARANDUBA - PB|08.739.138/0001-19|contato@consultoriaum.com.br;fernandofilho.engcivil@gmail.com;herikag@yahoo.com.br;joaocosta2807@gmail.com;ag2221@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível II (PI 424/16 e IN MPDG 002/18)|pavimentação e/ou adequação de estradas vicinais.|20/12/2021|04/03/2022|04/03/2026|1912100|1910000|2100|0|687600|687600|0|2100|1820000|2221|FIEP|2221.006.00647121-4||SIM|MAP|1º Desbloqueio ocorreu após 180 dias do 1º Crédito, Aguardando Crédito de Recursos, Andamento Normal, Apostilamento PC033/2023, Atraso no Crédito de Recursos, Desbloqueio Pendente por VE, Dossiê Digital (OGU), EGT 4 - Aceito - Fase de Licitação, Módulo acompanhamento de obras, Nível II (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 2 - Discricionário
1080758|09|923390|504872021|MUNICIPIO DE UMBUZEIRO - PB|08.869.489/0001-44|macianaazevedomaia@gmail.com;marquinhosmsc@hotmail.com;umbuzeiro.pmu@gmail.com;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação de ruas do bairro sagrada família, no município de umbuzeiro/pb.|20/12/2021|31/12/2021|30/09/2025|390000|384205|5795|0|0|0|0|0|390000|41|CAMPINA GRANDE|0041.006.00647928-9||SIM|MCIDADES|Aguardando Processo Licitatório, Análise Técnica Concluída, Apostilamento PC033/2023, EGT 3 - LAT emitido, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS
1080759|24|922929|504912021|MUNICIPIO DE SAO JOSE DE PRINCESA - PB|01.612.684/0001-45|engenheiro.fabriciomarques@gmail.com;contato@prestcontas.com.br;josegaudencio.com@gmail.com;julianojf2@gmail.com;maciana.azevedo@hotmail.com;medeirosconsultoriapb@gmail.com;migueladriano90@gmail.com;niwniwferreira@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|adequação de estradas vicinais.|20/12/2021|30/12/2021|30/09/2025|240750|238750|2000|0|0|0|0|0|240750|43|PATOS|0043.006.00648068-7||SIM|MAP|Aguardando Crédito de Recursos, Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 2 - Discricionário, VRPL Aceito e sem AIO
1080763|06|923405|505032021|MUNICIPIO DE QUEIMADAS - PB|08.742.264/0001-22|fernandofilho.engcivil@gmail.com;carlinhosdetiao@hotmail.com;macianaazevedomaia@gmail.com;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I-A (PI 424/16 e IN MPDG 002/18)|pavimentação de ruas no município de queimadas/pb, localizadas dentro do perímetro urbano.|20/12/2021|31/12/2021|30/09/2025|961000|960019|981|0|960019|0|960019|0|961000|41|CAMPINA GRANDE|0041.006.00071123-6||SIM|MCIDADES|Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Módulo PI424/PC33 Sem Evolução Financeira, Nível I-A (PI 424/16 e IN MPDG 002/18), Obra Não Iniciada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1080764|21|923411|505072021|MUNICIPIO DE CABACEIRAS - PB|08.702.862/0001-78|ag2221@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;eng.alanicastro@gmail.com;fernandofilho.engcivil@gmail.com;macianaazevedomaia@gmail.com;marilia_michelli@hotmail.com;rjfaires@hotmail.com;tiagocastrocabaceiras@gmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação de ruas no município de cabaceiras/pb, localizadas dentro do perímetro urbano.|20/12/2021|27/12/2021|30/09/2025|390000|384205|5795|0|384205|262827,79|121377,21|5795|389727,5|2221|FIEP|2221.006.00647124-9||SIM|MCIDADES|1º Desbloqueio ocorreu após 180 dias do 1º Crédito, Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Módulo Paralisadas, Módulo PI424/PC33 Sem Evolução Financeira, Nível I (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 2 - Discricionário, Sem Desbloqueio Após 180 Dias do Último Desbloqueio, TA PC 33/2023 - REPROGRAMAÇÃO PERMITIDA
1080767|99|921848|505642021|MUNICIPIO DE SANTA HELENA - PB|08.764.284/0001-02|isn.1@iramiltonassessoria.com.br;jcleberflima2@gmail.com;pmsantahelena.pb@gmail.com;rricarte35@gmail.com;ag0040@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|adequação de estradas vicinais.|20/12/2021|06/05/2024|06/05/2027|240000|238750|1250|0|0|0|0|0|240000|40|CAJAZEIRAS|0040.006.00647288-2||SIM|MAP|Cláusula Suspensiva (1ª vigência), Liminar Judicial, Nível I (PC 033/2023), OBTV, POTENCIAL - Acompanhamento Remoto
1080818|88|922352|57772021|MUNICIPIO DE MARIZOPOLIS - PB|01.612.941/0001-49|pmmarizopolispb.epc@gmail.com;engenheiro.fabriciomarques@gmail.com;contato@prestcontas.com.br;chefiagabinetemz@gmail.com;medeirosconsultoriapb@gmail.com;prefeito@marizopolis.pb.gov.br;splanejamentomz@gmail.com;ag0558@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|ampliação do mercado agropecuário|21/12/2021|30/12/2021|30/09/2025|240000|238750|1250|0|0|0|0|0|240000|558|SOUSA|0558.006.00647258-7||SIM|MAP|Aguardando Crédito de Recursos, Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 2 - Discricionário, VRPL Aceito e sem AIO
1080820|29|922346|96302021|MUNICIPIO DE CARAUBAS - PB|01.612.638/0001-46|ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br;administracao@caraubas.pb.gov.br;bsengenharia@outlook.com;comunicacao@caraubas.pb.gov.br;educacao@caraubas.pb.gov.br;gabinete@caraubas.pb.gov.br;contato@consultoriaum.com.br;nerivancaraubas@hotmail.com;prefeitura@caraubas.pb.gov.br;saude@caraubas.pb.gov.br;financas@caraubas.pb.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|ampliação do abatedouro.|21/12/2021|30/12/2021|30/09/2025|243236,88|238750|4486,88|0|238750|0|238750|0|243236,88|41|CAMPINA GRANDE|0041.006.00647923-8||SIM|MAP|Andamento Normal, Apostilamento PC033/2023, EGT 4 - Aceito - Fase de Licitação, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 2 - Discricionário
