operacaoctef|ctefctef|cnpjctef|empresactef
1080274|004/2023|17.287.720/0001-82|SILVA E LEITE CONSTRUCOES E SERVICOS LTDA
1080557|00012/2023|13.408.085/0001-93|WJX CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA
1080964|0032023/2023|00.976.179/0001-17|LINK ENGENHARIA INDUSTRIA E COMERCIO LTDA
1087632|00005/2024|26.743.338/0001-27|COPEVA CONSTRUTORA PEREIRA VIEIRA LTDA
1068896|00005/2023|13.493.236/0001-59|CONSTRUTORA BRTEC LTDA
1087500|001/2024|46.695.850/0001-52|RM CONSTRUCAO LTDA
1079914|0132022/2022|20.227.311/0001-03|CONSTRUTORA J. GALDINO LTDA
1087508|00001/2024|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1074479|11016/2022|00.338.885/0001-33|NOVATEC CONSTRUCOES E EMPREENDIMENTOS LTDA
1079022|00003/2023|40.628.974/0001-39|HUMAITA CONSTRUCOES LTDA
1076069|1/2023|10.641.065/0001-70|NIEMAIA CONSTRUCOES LTDA
1085672|004/2024|12.541.735/0001-01|MAURILIO FERREIRA DA SILVA LTDA
1076229|00001/2023|47.950.782/0001-93|MR ENGENHARIA LTDA
1078384|00001/2023|19.293.019/0001-00|CARAMURU CONSTRUTORA E IMOBILIARIA LTDA
1078385|00002/2023|24.263.536/0001-68|B & N EMPREENDIMENTOS IMOBILIARIOS LTDA
1076634|0001/2023|32.666.677/0001-50|D2R3 SERVICOS DE CONSTRUCAO CIVIL LTDA
1079871|0001/2023|29.828.673/0001-16|AMETISTA CONSTRUTORA E EMPREITEIRA LTDA
1078979|0002/2023|33.665.164/0001-97|F V DOS SANTOS LTDA
1074457|00007/2021|35.675.044/0001-04|AYLLANDERSON CARNEIRO DE ALENCAR EIRELI
1080324|000022023/2023|22.635.788/0001-45|M3 CONSTRUCOES LTDA
1081464|00008/2023|41.284.989/0001-90|CONSTRUSOL EMPREENDIMENTOS E SERVICOS LTDA
1080763|00002/2024|18.044.473/0001-56|CONSTRUTORA MENDONCA LTDA
1074592|00004/2023|15.091.778/0001-20|QUALIFICA CONSTRUCOES E EMPREENDIMENTOS LTDA
1080650|11045/2023|08.978.001/0001-17|A J P ENGENHARIA LTDA
1080658|004/2022|27.776.149/0001-13|SUSSUARANA ENGENHARIA E ARQUITETURA LTDA
1085422|12/2023|49.550.987/0001-07|JDI CONSTRUCAO E SERVICOS LTDA
1059628|02/2021|35.590.090/0001-00|HUMBERTO RAMALHO TRIGUEIRO MENDES
1077402|000012023/2023|29.828.673/0001-16|AMETISTA CONSTRUTORA E EMPREITEIRA LTDA
1074886|078/2023|08.369.786/0001-20|MPA CONSTRUCOES E PARTICIPACOES LTDA
1081284|000032023/2023|19.369.906/0001-06|FFJ CONSTRUTORA LTDA
1076233|00004/2022|30.746.170/0001-80|LORD CONSTRUCOES E SERVICOS LTDA
1081294|000042023/2023|28.697.127/0001-20|JGM CONSTRUTORA LTDA
1081385|00005/2022|40.285.889/0001-15|CONSTRUTORA MMV LTDA
1081843|000072023/2023|28.994.255/0001-36|CONSTRUTORA JEW LTDA
1069315|00003/2021|24.658.568/0001-62|FM SERVICOS LTDA
1081697|00013/2023|44.105.908/0001-35|ID CONSTRUTORA LTDA
1077238|032023/2023|36.428.864/0001-56|CONSTRUTORA NACIONAL LOCACOES E SERVICOS LTDA
1074572|00004/2023|09.158.398/0001-63|SANTA CRUZ CONSTRUCOES LTDA
1081973|00005/2024|05.052.764/0001-44|GS - CONSTRUTORA GURGEL SOARES LTDA - EM RECUPERACAO JUDICIAL
1086109|00009/2023|31.381.604/0001-59|MOTIVA CONSTRUCOES E SERVICOS LTDA
1081984|000062022/2022|28.994.255/0001-36|CONSTRUTORA JEW LTDA
1088818|00002/2024|15.091.778/0001-20|QUALIFICA CONSTRUCOES E EMPREENDIMENTOS LTDA
1079391|00002/2024|17.287.720/0001-82|SILVA E LEITE CONSTRUCOES E SERVICOS LTDA
1079391|00003/2022|39.855.167/0001-70|THALYSON THELYNO DE SOUSA LIMA LTDA
1079514|0002/2023|22.635.788/0001-45|M3 CONSTRUCOES LTDA
1087566|00001/2024|51.913.561/0001-12|T G DE SOUZA FILHO LTDA
1088615|08007/2024|44.459.047/0001-93|ANCORA CONSTRUTORA LTDA
1076235|00007/2024|51.578.554/0001-01|LCB CONSTRUCAO E INCORPORACAO LTDA
1087448|022024/2024|08.369.786/0001-20|MPA CONSTRUCOES E PARTICIPACOES LTDA
1078638|00005/2024|18.127.470/0001-86|MOURA E ANDRADE CONSTRUTORA E INCORPORADORA LTDA
1074255|007/2022|19.493.224/0001-00|CONSORCIO SERTAO LTDA
1079312|00011/2023|34.955.075/0001-48|JHONATAN ANDRADE DA SILVA LTDA
1077185|00012024/2024|36.121.012/0001-11|PR CONSTRUCOES LTDA
1085400|00002/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA
1079462|000062023/2023|14.313.165/0001-28|TORRES CONSTRUCOES LTDA
1079015|000032023/2023|29.482.689/0001-10|CONSTRUTORA BETAGAMA LTDA
1078134|00025/2023|27.776.149/0001-13|SUSSUARANA ENGENHARIA E ARQUITETURA LTDA
1078943|000022023/2023|13.493.236/0001-59|CONSTRUTORA BRTEC LTDA
1074537|00012022/2022|00.338.885/0001-33|NOVATEC CONSTRUCOES E EMPREENDIMENTOS LTDA
1087329|00002/2024|37.927.953/0001-00|V N CONSTRUCOES LTDA
1079387|00002/2023|37.927.953/0001-00|V N CONSTRUCOES LTDA
1087445|00002/2024|41.163.475/0001-86|COMAF - SERVICOS DE CONSTRUCOES CIVIS LTDA
1079783|00003/2024|26.764.981/0001-37|OBRAPLAN EMPRESA DE LIMPEZA E CONSERVACAO URBANA LTDA
1087576|003/2024|27.450.326/0001-77|CONSTRUTORA SALES LTDA
1088699|00009/2023|14.313.179/0001-41|CLAUDINEIA LEITAO MARTINS SATIRO
1091858|003/2024|30.999.688/0001-26|ENGEBRITO CONSTRUCOES E LOCACOES LTDA
1077235|006/2023|23.429.439/0001-30|R M G CONSTRUCOES E SERVICOS LTDA
1086019|00001/2024|40.628.974/0001-39|HUMAITA CONSTRUCOES LTDA
1078946|000082023/2023|31.615.295/0001-34|ARENA CONSTRUCOES E LOCACOES LTDA
1086031|00013/2023|35.042.630/0001-03|SOMOS CONSTRUCOES LTDA
1087656|3/2024|35.896.773/0001-82|MROG CONSTRUCOES E SERVICOS LTDA
1087672|00045/2024|09.366.989/0001-26|LARGEM CONSTRUCOES LOCACOES E EVENTOS LTDA
1087675|00005/2024|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1090944|00005/2024|41.069.404/0001-19|FC EMPREENDIMENTOS E CONSTRUCOES LTDA
1087860|00008/2024|14.976.902/0001-72|IMMI SERVICOS E CONSTRUCOES LTDA
1086188|00012024/2024|18.917.544/0001-88|M. A. EMPREENDIMENTOS E SERVICOS LTDA
1087506|00042024/2024|08.369.786/0001-20|MPA CONSTRUCOES E PARTICIPACOES LTDA
1087741|002/2024|27.450.326/0001-77|CONSTRUTORA SALES LTDA
1087880|000032024/2024|05.052.764/0001-44|GS - CONSTRUTORA GURGEL SOARES LTDA - EM RECUPERACAO JUDICIAL
1087514|00002/2024|47.674.423/0001-50|CONSTRUTORA E LIMPEZA URBANA DANTAS LTDA
1077179|0003/2022|21.784.773/0001-86|PROJEMAQ CONSTRUCOES E SERVICOS LTDA
1091155|02/2024|01.088.740/0001-94|MOC SERVICOS DE CONSTRUCOES LTDA
1077183|002/2023|43.136.815/0001-05|ECO - CES CONSTRUCOES E SERVICOS AMBIENTAIS LTDA
1087772|621/2024|30.083.868/0001-63|R F ENGENHARIA LTDA
1087778|042024/2024|23.304.039/0001-06|JCL ENGENHARIA LTDA
1091582|00007/2024|34.746.608/0001-81|ABIK ENGENHARIA E CONSULTORIA LTDA
1086289|05/2024|35.896.773/0001-82|MROG CONSTRUCOES E SERVICOS LTDA
1086290|00010/2024|38.374.079/0001-93|DEA CONSTRUCOES E LOCACOES LTDA
1078944|001/2023|15.233.791/0001-77|CONSTRUTORA PRINCESA DO VALE LTDA
1086328|022024/2024|02.512.025/0001-08|CONSTRUTORA ALICERCE LTDA
1077201|00005/2023|26.836.842/0001-71|HARPIA EMPREENDIMENTOS LTDA
1076657|000012024/2024|23.430.132/0001-59|R SENA LOCACAO E SERVICOS DE ENGENHARIA LTDA
1077206|00006/2023|27.404.267/0001-09|FRANCISCO EDIMAR FERNANDES CAVALCANTE
1077790|00001/2024|38.374.079/0001-93|DEA CONSTRUCOES E LOCACOES LTDA
1079075|082023/2023|35.896.773/0001-82|MROG CONSTRUCOES E SERVICOS LTDA
1076822|012023/2023|21.933.413/0001-07|TORRES E ANDRADE CONSTRUCOES, PRE - MOLDADOS E SERVICOS LTDA
1077346|102023/2023|35.896.773/0001-82|MROG CONSTRUCOES E SERVICOS LTDA
1088142|00012/2024|24.606.073/0001-90|CONSTRUTORA ALVES E CONSERVA LTDA
1086238|122023/2023|12.587.177/0001-15|P M COSTA NETO CONSTRUCOES E INCORPORADORA LTDA
1086243|09/2023|33.666.569/0001-40|PACTO CONSTRUCOES LTDA
1088341|00007/2024|21.798.708/0001-00|KAIROS ENGENHARIA E CONSTRUCOES LTDA
1087657|90006/2024|10.641.065/0001-70|NIEMAIA CONSTRUCOES LTDA
1086432|00004/2023|73.041.188/0001-90|COMERCIAL E CONSTRUTORA FENIX LTDA
1077794|0001/2023|38.374.079/0001-93|DEA CONSTRUCOES E LOCACOES LTDA
1078845|26/2024|14.985.318/0001-83|JANSEN CONSTRUCOES E INCORPORACOES LTDA
1087867|00006/2024|07.367.680/0001-25|J ANDRADE LTDA
1086493|001/2024|41.200.286/0001-36|TREZ PARTICIPACOES E ENGENHARIA LTDA
1077817|00002/2023|42.091.137/0001-49|MACENA CONSTRUCAO CIVIL LTDA
1083640|005/2023|38.655.976/0001-75|INOV SERVICOS E CONSTRUTORA LTDA
1083641|11/2023|47.539.216/0001-93|URANO CONSTRUCAO CIVIL LTDA
1067180|49/2022|09.469.705/0001-27|R & H ENGENHARIA LTDA
1087504|000072024/2024|48.959.354/0001-94|L F C CONSTRUCOES LTDA
1087879|032024/2024|14.313.165/0001-28|TORRES CONSTRUCOES LTDA
1088416|00008/2024|21.798.708/0001-00|KAIROS ENGENHARIA E CONSTRUCOES LTDA
1088524|00009/2024|28.111.124/0001-63|ELO CONSTRUCOES E EMPREENDIMENTOS LTDA
1086039|00001/2024|21.427.342/0001-62|GMS CONSTRUCAO E LOCACOES LTDA
1079620|000042023/2023|48.689.684/0001-07|PORTO BRASIL INCORPORACOES LTDA
1080759|003/2024|45.990.624/0001-31|CONSTRUTORA GUABIRABA LTDA
1078238|052023/2023|17.287.720/0001-82|SILVA E LEITE CONSTRUCOES E SERVICOS LTDA
1081159|00003/2023|35.586.809/0001-21|A.R.J. MONTEIRO CONSTRUCOES, E SERVICOS LTDA
1081279|062022/2022|21.408.538/0001-00|INFOMIX EIRELI
1086248|00006/2023|37.927.953/0001-00|V N CONSTRUCOES LTDA
1081852|00006/2024|36.121.012/0001-11|PR CONSTRUCOES LTDA
1081403|000042023/2023|19.369.906/0001-06|FFJ CONSTRUTORA LTDA
1058653|00004/2023|13.408.085/0001-93|WJX CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA
1069318|001/2022|17.287.720/0001-82|SILVA E LEITE CONSTRUCOES E SERVICOS LTDA
1087256|022024/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA
1081410|000022023/2023|10.744.571/0001-94|CONCRENOR CONSTRUCOES DO NORDESTE LTDA
1088306|02/2024|15.091.778/0001-20|QUALIFICA CONSTRUCOES E EMPREENDIMENTOS LTDA
1080166|012023/2023|29.102.727/0001-61|SEVERINO OLEGARIO DA SILVA NETO
1086296|00007/2024|51.913.561/0001-12|T G DE SOUZA FILHO LTDA
1087992|00020/2024|05.820.995/0001-50|LUMAR ENGENHARIA LTDA
1078216|032024/2024|28.697.127/0001-20|JGM CONSTRUTORA LTDA
1087650|00003/2024|17.480.342/0001-59|CONSTRUTORA GONCALO LTDA
1087652|1/2024|28.709.222/0001-05|EMPROTEC ENGENHARIA LTDA
1087654|00001/2024|40.603.807/0001-33|JAF CONSTRUCAO E CONSULTORIA LTDA
1087659|034/2024|28.529.405/0001-30|BMC BRASIL MINERACAO E CONSTRUCAO LTDA
1087487|072024/2024|27.944.573/0001-20|B2 CONSTRUCOES LTDA
1087704|005/2024|48.959.354/0001-94|L F C CONSTRUCOES LTDA
1087719|007/2024|32.843.159/0001-64|AG CONSTRUTORA E SERVICOS LTDA
1088479|00001/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA
1087509|00001/2024|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1087510|022024/2024|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS LTDA
1077091|011/2023|31.615.295/0001-34|ARENA CONSTRUCOES E LOCACOES LTDA
1054539|TP003/2022|17.620.703/0001-15|CONSTRUTORA APODI EIRELI
1054539|TP003/2022|17.620.703/0001-15|CONSTRUTORA APODI LTDA
1079475|000012023/2023|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1079708|008/2022|14.313.165/0001-28|TORRES CONSTRUCOES LTDA
1079922|00009/2022|34.746.608/0001-81|ABIK ENGENHARIA E CONSULTORIA LTDA
1079923|001/2023|27.775.391/0001-72|UNIBLOCK CONSTRUCOES E FABRICACOES LTDA
1077807|012023/2023|40.628.974/0001-39|HUMAITA CONSTRUCOES LTDA
1077822|00003/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA
1082409|00007/2022|17.287.720/0001-82|SILVA E LEITE CONSTRUCOES E SERVICOS LTDA
1082416|022023/2023|17.589.700/0001-66|CONSTRUTORA LCL LTDA
1086453|001/2024|28.529.405/0001-30|BMC BRASIL MINERACAO E CONSTRUCAO LTDA
1079022|00003/2023|29.878.872/0001-39|R F SERVICOS DE CONSTRUCAO CIVIL LTDA
1079864|11010/2024|19.175.657/0001-18|CONSTRUTORA SOUSA CAMPOS LTDA
1084135|003/2023|27.450.326/0001-77|CONSTRUTORA SALES LTDA
1084300|00014/2023|11.170.603/0001-58|COVALE CONSTRUCOES E SERVICOS LTDA
1080706|010/2023|09.323.098/0001-92|CONSTRUTORA ROCHA CAVALCANTE LTDA
1078272|10/2023|34.212.059/0001-65|MORAIS EMPREENDIMENTOS E SERVICOS DE ENGENHARIA LTDA
1090384|00002/2024|07.156.006/0001-00|CONSTRUTORA PAIXAO LTDA
1084185|000072023/2023|12.072.392/0001-83|AGRESTE CONSTRUTORA E COMERCIO LTDA
1078557|00008/2023|26.420.889/0001-50|GAMARRA CONSTRUTORA E LOCADORA LTDA
1084320|00002/2023|30.272.239/0001-81|CATAO BONGIOVI COMERCIO E SERVICOS LTDA
1080733|00006/2023|38.374.079/0001-93|DEA CONSTRUCOES E LOCACOES LTDA
1081063|00003/2024|29.828.673/0001-16|AMETISTA CONSTRUTORA E EMPREITEIRA LTDA
1080747|000012023/2023|40.097.914/0001-37|ANDERSON JUNIOR LIMA DA SILVA
1080752|90003/2024|10.641.065/0001-70|NIEMAIA CONSTRUCOES LTDA
1080755|TP0002/2023|48.991.155/0001-63|A S B CONSTRUCOES EMPREENDIMENTOS IMOBILIARIOS E LOCACOES EM GERAL LTDA
1081482|0001/2023|17.415.942/0001-33|DEL ENGENHARIA  LTDA
1090058|00007/2024|26.836.842/0001-71|HARPIA EMPREENDIMENTOS LTDA
1069999|007/2022|04.672.369/0001-00|RANULFO TOMAZ DA SILVA
1062164|00001/2021|28.561.917/0001-84|SFX CONSTRUCOES E SERVICOS EIRELI
1067919|19/2021|08.560.898/0001-64|COMTERMICA COMERCIAL TERMICA LTDA
1084443|00007/2024|52.656.270/0001-59|CONSTRUTORA IMPERIO FF PB LTDA
1075704|0072022/2022|07.534.377/0001-70|HARG EMPREENDIMENTOS, CONSTRUCOES E INCORPORACOES LTDA
1081514|00062023/2023|17.421.938/0001-88|DIAS ENGENHARIA E LOCACOES LTDA
1078477|009/2022|42.286.165/0001-11|FAJ CONSTRUCAO LTDA
1081367|004/2022|09.335.002/0001-06|CL CONSTRUCOES E SERVICOS LTDA
1063259|06/2021|30.270.444/0001-08|R ALMEIDA DOS SANTOS CONSTRUCOES E SERVICOS EIRELI
1081529|0002/2023|30.083.868/0001-63|R F ENGENHARIA LTDA
1081392|00014/2022|40.603.807/0001-33|JAF CONSTRUCAO E CONSULTORIA LTDA
1081984|00008/2024|32.609.156/0001-60|HR COSTA CONSTRUCOES E SERVICOS LTDA
1092821|003/2024|27.450.326/0001-77|CONSTRUTORA SALES LTDA
1087490|00002/2024|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1087734|022024/2024|22.594.815/0001-89|ENGETECH CONSTRUCOES LTDA-EM RECUPERACAO JUDICIAL
1087513|0052024/2024|29.050.310/0001-00|TORRE CONSTRUCAO E CONSULTORIA EM ENGENHARIA LTDA
1087888|052024/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA
1087782|000042024/2024|40.137.429/0001-40|JOSE LEITE FILHO
1088397|00003/2024|37.927.953/0001-00|V N CONSTRUCOES LTDA
1085259|00006/2023|14.313.165/0001-28|TORRES CONSTRUCOES LTDA
1089572|00015/2024|42.705.884/0001-20|J R A CONSTRUTORA E SERVICOS LTDA
1088717|00017/2024|14.206.183/0001-00|MAC CONSTRUTORA LTDA
1079871|002/2024|10.634.344/0001-06|PB PROJETOS E CONSULTORIA LTDA
1080591|00006/2022|20.949.329/0001-00|PRIIMEE.CONSTRUCOES E EMPREENDIMENTOS LTDA
1080219|042023/2023|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS LTDA
1079046|042023/2023|18.127.470/0001-86|MOURA E ANDRADE CONSTRUTORA E INCORPORADORA LTDA
1074365|00006/2021|23.246.832/0001-98|DRENA CONSTRUCOES E LOCACOES EIRELI
1080732|00003/2022|08.438.654/0001-03|POLYEFE CONSTRUCOES, LIMPEZA E CONSERVACAO LTDA
1075228|00004/2022|31.094.999/0001-09|MENDONCA E SILVA CONSTRUCOES E LOCACOES LTDA
1076209|042022/2022|26.951.460/0001-99|J R MUNIZ ENGENHARIA  EIRELI
1079388|00002/2024|52.656.270/0001-59|CONSTRUTORA IMPERIO FF PB LTDA
1079389|0001/2023|17.415.942/0001-33|DEL ENGENHARIA  LTDA
1087565|00002/2024|48.689.684/0001-07|PORTO BRASIL INCORPORACOES LTDA
1081068|00005/2023|29.878.872/0001-39|R F SERVICOS DE CONSTRUCAO CIVIL LTDA
1075981|00002/2022|17.415.942/0001-33|DEL ENGENHARIA  - EIRELI
1081242|08001/2024|07.161.258/0001-19|ACF CONSTRUCOES & EMPREENDIMENTOS LTDA
1076557|00011/2022|17.415.942/0001-33|DEL ENGENHARIA  LTDA
1073967|00004/2022|44.105.908/0001-35|ID CONSTRUTORA LTDA
1080608|00002/2023|19.493.224/0001-00|CONSORCIO SERTAO LTDA
1080609|002/2024|40.603.807/0001-33|JAF CONSTRUCAO E CONSULTORIA LTDA
1080656|00004/2022|17.598.162/0001-76|MACARIO PRE MOLDADOS E METALURGICA LTDA.
1080617|052022/2022|26.951.460/0001-99|J R MUNIZ ENGENHARIA  EIRELI
1088307|0010/2024|20.002.412/0001-78|CONSTRUTORA DAKI LTDA
1088699|00009/2023|14.313.179/0001-41|CLAUDINEIA LEITAO MARTINS SATIRO
1088699|17/2023|28.730.304/0001-23|MP ENGENHARIA & SST LTDA
1087598|00003/2024|12.373.455/0001-31|A. A. LIMA LTDA
1080753|005/2023|40.262.021/0001-08|N&G CONSTRUCOES E SERVICOS LTDA
1081090|00017/2022|31.172.201/0001-08|A L S CONSTRUCOES, SERVICOS E EVENTOS LTDA
1081479|001/2023|34.955.075/0001-48|JHONATAN ANDRADE DA SILVA LTDA
1081483|002/2023|31.094.999/0001-09|MENDONCA E SILVA CONSTRUCOES E LOCACOES LTDA
1059628|006/6|50.015.450/0001-26|CONCRET + PRE MOLDADOS E CONSTRUCOES LTDA
1087664|00004/2024|40.603.807/0001-33|JAF CONSTRUCAO E CONSULTORIA LTDA
1087690|00032024/2024|24.658.568/0001-62|FM SERVICOS LTDA
1087491|00001/2024|52.166.419/0001-11|J DE M MOURA SERVICOS
1076622|024/2023|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1088475|00002/2024|46.919.946/0001-57|INPLANT ENGENHARIA E PLANEJAMENTO LTDA
1058950|0022021/2021|15.409.799/0001-41|ALX CONSTRUCOES LTDA
1085672|00001/2024|12.541.735/0001-01|MAURILIO FERREIRA DA SILVA LTDA
1087503|000092024/2024|14.985.318/0001-83|JANSEN CONSTRUCOES E INCORPORACOES LTDA
1087876|002/2024|27.450.326/0001-77|CONSTRUTORA SALES LTDA
1087745|042024/2024|14.313.165/0001-28|TORRES CONSTRUCOES LTDA
1087521|000022024/2024|22.594.815/0001-89|ENGETECH CONSTRUCOES LTDA-EM RECUPERACAO JUDICIAL
1087522|3/2024|12.373.455/0001-31|A. A. LIMA LTDA
1079621|000062022/2022|12.072.392/0001-83|AGRESTE CONSTRUTORA E COMERCIO LTDA
1077656|0004/2022|20.949.329/0001-00|PRIIMEE.CONSTRUCOES E EMPREENDIMENTOS LTDA
1089181|00023/2024|17.620.895/0001-60|ENGEMARCC CONSTRUTORA LTDA
1081392|00014/2022|22.635.788/0001-45|M3 CONSTRUCOES LTDA
1081676|005/2023|25.080.166/0001-96|FERREIRA ALVES SERVICOS DE CONSTRUCOES LTDA
1081395|0002/2023|31.246.932/0001-42|CONSTRUTORA H S LTDA
1059628|002/2021|35.590.090/0001-00|HUMBERTO RAMALHO TRIGUEIRO MENDES
1076394|00006/2024|01.088.740/0001-94|MOC SERVICOS DE CONSTRUCOES LTDA
1081700|0011/2022|34.955.075/0001-48|JHONATAN ANDRADE DA SILVA LTDA
1076234|003/2022|14.313.165/0001-28|TORRES CONSTRUCOES LTDA
1077155|11031/2023|00.338.885/0001-33|NOVATEC CONSTRUCOES E EMPREENDIMENTOS LTDA
1085335|0000192023/2023|05.052.764/0001-44|GS - CONSTRUTORA GURGEL SOARES LTDA - EM RECUPERACAO JUDICIAL
1081375|001/2023|28.709.222/0001-05|EMPROTEC ENGENHARIA LTDA
1076092|01/2022|31.094.999/0001-09|MENDONCA E SILVA CONSTRUCOES E LOCACOES LTDA
1081957|082023/2023|19.910.105/0001-06|RENOVAR CONSTRUCOES E SERVICOS LTDA
1091876|06/2024|38.016.115/0001-47|CONSTRUTORA NOSSA SENHORA DA CONCEICAO LTDA
1081694|00006/2023|31.381.604/0001-59|MOTIVA CONSTRUCOES E SERVICOS LTDA
1079991|008/2022|15.058.898/0001-26|CONSTRUTORA NOSSA SENHORA DA PENHA LTDA
1082420|112022/2022|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS LTDA
1068655|0003/2020|05.935.592/0001-57|ABILIO FERREIRA LIMA NETO EIRELI
1080750|005/2022|41.284.989/0001-90|CONSTRUSOL EMPREENDIMENTOS E SERVICOS LTDA
1080756|00001/2023|47.918.526/0001-19|MONTEIRO ENGENHARIA LTDA
1080764|00005/2022|16.707.246/0001-38|JAILSON BATISTA DOS SANTOS
1081465|004/2022|42.509.997/0001-50|AJCL CONSTRUCOES LTDA
1080605|00001/2023|33.666.569/0001-40|PACTO CONSTRUCOES LTDA
1091919|2/2024|26.836.842/0001-71|HARPIA EMPREENDIMENTOS LTDA
1080655|0001/2024|26.743.338/0001-27|COPEVA CONSTRUTORA PEREIRA VIEIRA LTDA
1061800|002/2021|27.343.319/0001-76|B3M CONSTRUTORA EIRELI
1081994|00005/2024|14.175.618/0001-05|CONSTRUTORA REALIZAR LTDA
1088910|00018/2024|14.206.183/0001-00|MAC CONSTRUTORA LTDA
1080660|00004/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA
1075187|00009/2022|22.759.235/0001-02|SENA CONSTRUCOES LTDA
1090684|006/2024|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1063243|08/2021|19.910.105/0001-06|RENOVAR CONSTRUCOES E SERVICOS LTDA
1063259|0001/2023|42.540.677/0001-62|LIMA CONSTRUCOES E SERVICOS LTDA
1077204|00017/2023|11.150.150/0001-06|CONSTRUTORA DOIS IRMAOS LIMITADA
1082415|00002/2024|24.263.536/0001-68|B & N EMPREENDIMENTOS IMOBILIARIOS LTDA
1061511|003/2021|26.884.229/0001-20|RESOLVE SERVICOS DE ENGENHARIA E CONSULTORIA LTDA
1081654|00004/2023|09.158.398/0001-63|SANTA CRUZ CONSTRUCOES LTDA
1092310|000072024/2024|26.146.067/0001-22|PBFORT ENGENHARIA LTDA
1081374|0001/2024|22.336.279/0001-11|IDEAL CONSTRUCOES E SERVICOS LTDA
1081377|00022022/2022|10.627.393/0001-11|HPN CONSTRUCOES, INCORPORACOES E LOCACOES LTDA
1069319|0001/2021|30.272.239/0001-81|CATAO BONGIOVI COMERCIO E SERVICOS EIRELI
1092814|052024/2024|08.369.786/0001-20|MPA CONSTRUCOES E PARTICIPACOES LTDA
1081417|00001/2023|30.083.868/0001-63|R F ENGENHARIA LTDA
1090476|03/2024|07.367.680/0001-25|J ANDRADE LTDA
1081428|082023/2023|09.335.002/0001-06|CL CONSTRUCOES E SERVICOS LTDA
1068646|0008/2021|26.743.365/0001-08|FREITAS SERVICOS DE ENGENHARIA LTDA
1062164|0001/2023|24.263.536/0001-68|B & N EMPREENDIMENTOS IMOBILIARIOS LTDA
1076605|0022023/2023|36.158.514/0001-17|JOSE ROMESON FELISMINO DA SILVA CONSTRUTORA LTDA
1063243|10/2020|30.272.239/0001-81|CATAO BONGIOVI COMERCIO E SERVICOS EIRELI
1086027|000022023/2023|10.744.571/0001-94|CONCRENOR CONSTRUCOES DO NORDESTE LTDA
1082413|002/2024|52.191.431/0001-86|LIMA ARQUITETURA E ENGENHARIA LTDA
1082417|05/2022|44.677.891/0001-90|CONSTRUTORA TERRA FORTE LTDA
1086264|000012024/2024|12.373.455/0001-31|A. A. LIMA LTDA
1086309|000022024/2024|28.697.127/0001-20|JGM CONSTRUTORA LTDA
1090220|04/2024|17.287.720/0001-82|SILVA E LEITE CONSTRUCOES E SERVICOS LTDA
1090683|006/2024|32.843.159/0001-64|AG CONSTRUTORA E SERVICOS LTDA
1077908|00008/2023|41.917.205/0001-13|VALTER ALVES SERVICOS DE ENGENHARIA LTDA
1078761|052023/2023|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS LTDA
1092056|00019/2024|34.016.448/0001-15|PROJETCONS ENGENHARIA E ARQUITETURA LTDA
1078203|00002/2024|28.114.128/0001-03|OLIVEIRA LOCACAO, SERVICOS E CONSTRUCOES LTDA
1091593|00010/2024|48.689.684/0001-07|PORTO BRASIL INCORPORACOES LTDA
1079368|00007/2022|12.924.624/0001-84|TCPAV  TECNOLOGIA EM CONSTRUCAO E PAVIMENTACAO LTDA
1086448|012024/2024|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS LTDA
1092822|00007/2024|32.609.156/0001-60|HR COSTA CONSTRUCOES E SERVICOS LTDA
1086493|002/2024|05.446.272/0001-33|CONSTRUTORA ARRIMO LTDA
1086493|004/2024|09.047.935/0001-06|A3T - CONSTRUCAO E INCORPORACAO LTDA
1057204|032021/2021|12.096.959/0001-51|T4 ENGENHARIA E SERVICOS LTDA
1087332|005/2024|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1087370|00007/2024|02.978.751/0001-02|F G CONSTRUCOES LTDA
1087561|00002/2024|24.964.064/0001-70|T A FRANCA SERVICOS
1087563|00003/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA
